"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV2965","DESeq2",19.8579760301565,-3.39970711022209,1.97141670558783,-1.80896517221755,0.0704564142524495,0.115749823414738,"deseq2",0.115749823414738,-3.39970711022209,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV3","DESeq2",944.615426934597,0.609928262930347,0.330502769706398,1.84551115219242,0.0649632177285511,0.110087011962525,"deseq2",0.110087011962525,0.609928262930347,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV30","DESeq2",337.672887091373,0.888360323777181,0.290656602511248,3.05676462881467,0.00223739888134244,0.00720442439792264,"deseq2",0.00720442439792264,0.888360323777181,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV305","DESeq2",26.8331622357474,-5.04590746886219,1.66640829352223,-3.02799606559888,0.00246181292448718,0.0074835167238175,"deseq2",0.0074835167238175,-5.04590746886219,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV306","DESeq2",22.9780358187973,-3.40157374620344,1.97404454894067,-1.84086090351978,0.0656419450211331,0.110087011962525,"deseq2",0.110087011962525,-3.40157374620344,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV319","DESeq2",56.6739427030157,-1.20332722148657,2.05143878657272,-1.3383753844856,0.180774098961679,0.269487314192874,"deseq2",0.269487314192874,-1.20332722148657,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV322","DESeq2",47.2903236475956,-5.71753019947304,1.65562096996485,-3.45340949386749,0.000553548017329075,0.00278503846218691,"deseq2",0.00278503846218691,-5.71753019947304,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV324","DESeq2",42.6930132558435,-5.58673309701126,1.66084004478705,-3.36380385251722,0.000768761592674844,0.0033451517951527,"deseq2",0.0033451517951527,-5.58673309701126,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV34","DESeq2",219.655139052228,-1.65577043783706,0.320769337554929,-5.15266099100802,2.56815979170744e-07,3.44561438720748e-06,"deseq2",3.44561438720748e-06,-1.65577043783706,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV345","DESeq2",31.0668030461475,-1.56585675729047,0.747004269056351,-2.07288936376681,0.0381825771203754,0.0723222931338876,"deseq2",0.0723222931338876,-1.56585675729047,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV346","DESeq2",72.162296036046,2.16442449153333,0.324423069618284,6.67659131838329,2.44563700844064e-11,4.92184447948679e-10,"deseq2",4.92184447948679e-10,2.16442449153333,TRUE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV347","DESeq2",30.3000373495729,-1.19365500121563,2.05005799411059,-1.17376932770906,0.240487432751843,0.32067384747916,"deseq2",0.32067384747916,-1.19365500121563,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV358","DESeq2",38.769250436758,1.19558667787476,0.468009773120788,2.55780522096372,0.0105335073926174,0.0226119292028187,"deseq2",0.0226119292028187,1.19558667787476,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV361","DESeq2",21.0700926081684,-4.74365094306567,1.66667954963262,-2.84622430114357,0.0044241020203189,0.0113060384963705,"deseq2",0.0113060384963705,-4.74365094306567,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV37","DESeq2",313.294938656196,1.98120595665068,0.467492560868384,4.23843944217696,2.25078876389961e-05,0.000213162935875199,"deseq2",0.000213162935875199,1.98120595665068,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV375","DESeq2",19.5640551216972,-4.50437836363557,1.75304194590454,-2.56911412573457,0.0101958872874325,0.0221829439631978,"deseq2",0.0221829439631978,-4.50437836363557,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","SAR92 clade",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV376","DESeq2",31.2205815426514,-5.20125507763084,1.67429143800175,-3.10651498762758,0.00189306711938803,0.00662573491785809,"deseq2",0.00662573491785809,-5.20125507763084,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV378","DESeq2",46.6874999124934,0.50130789637427,0.406998446483945,1.2325171799072,0.21775595309749,0.302757325818971,"deseq2",0.302757325818971,0.50130789637427,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV379","DESeq2",30.3040952514536,-0.804525386006114,0.594459115809682,-1.34844625701956,0.1775148946763,0.269487314192874,"deseq2",0.269487314192874,-0.804525386006114,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV383","DESeq2",75.8268941073247,-2.64115239999712,2.05414288085868,-1.96587156187985,0.0493134487992929,0.0892074747942265,"deseq2",0.0892074747942265,-2.64115239999712,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV384","DESeq2",37.4776609159253,0.0052470199350259,2.09090132010007,0.00250840654518457,0.997998583244234,0.998591252904753,"deseq2",0.998591252904753,0.0052470199350259,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV386","DESeq2",46.1184061358898,-5.65369215351769,1.66895852778342,-3.38757187900119,0.000705142376683916,0.0031535534068364,"deseq2",0.0031535534068364,-5.65369215351769,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV39","DESeq2",163.476124602749,0.52762977273022,0.238339562145066,2.21419946080162,0.0268150609514232,0.0526490830875505,"deseq2",0.0526490830875505,0.52762977273022,FALSE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV393","DESeq2",34.0304401361806,-5.29581726596008,1.6769913417499,-3.15788544995947,0.00158917990641288,0.00581495374846532,"deseq2",0.00581495374846532,-5.29581726596008,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV399","DESeq2",41.300424137349,-5.54003907323319,1.66187381984524,-3.33362960863635,0.000857207239170574,0.00363185172385427,"deseq2",0.00363185172385427,-5.54003907323319,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV4","DESeq2",1645.32993290892,-2.89668443353015,0.33814871479348,-8.55900958719509,1.13841251090129e-17,3.66568828510215e-16,"deseq2",3.66568828510215e-16,-2.89668443353015,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV40","DESeq2",247.580481472047,-0.429398321436101,0.348620035023218,-1.23150054483993,0.218135713012427,0.302757325818971,"deseq2",0.302757325818971,-0.429398321436101,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV402","DESeq2",35.436839588878,-3.41060922654495,1.9794520306644,-1.95453918347262,0.0506374856360342,0.0905848354155724,"deseq2",0.0905848354155724,-3.41060922654495,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV406","DESeq2",40.6697227143546,1.20163659287533,2.0847313964765,0.53786653590611,0.590669192818444,0.665019161145242,"deseq2",0.665019161145242,1.20163659287533,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV412","DESeq2",38.0799339117362,0.587203821194135,0.486053176141273,1.20917864480896,0.226594220187018,0.306568650841259,"deseq2",0.306568650841259,0.587203821194135,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV416","DESeq2",37.2499125779444,-5.30103275292314,1.71702952761717,-3.08721537185164,0.00202041154918227,0.00663849509017032,"deseq2",0.00663849509017032,-5.30103275292314,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV42","DESeq2",25.4554432562238,-2.75480504175024,2.04127698264166,-1.65246344213454,0.0984401117304504,0.155380960672574,"deseq2",0.155380960672574,-2.75480504175024,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV420","DESeq2",25.2426890893878,-1.25595678182782,2.06015563535768,-1.15362513345684,0.248653889578623,0.325473790424051,"deseq2",0.325473790424051,-1.25595678182782,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV424","DESeq2",40.3832867546984,1.53920465643876,2.07957232990166,0.684989373193682,0.493350626817413,0.571434898687795,"deseq2",0.571434898687795,1.53920465643876,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","arcticus",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV437","DESeq2",23.2472042501931,-4.8102697676015,1.70140167491746,-2.82711391761405,0.0046969615612377,0.0116340124824503,"deseq2",0.0116340124824503,-4.8102697676015,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV448","DESeq2",41.5343022815435,2.69353124247913,2.03963836248925,1.21504875526534,0.224347496623612,0.306101245393234,"deseq2",0.306101245393234,2.69353124247913,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS3a marine group",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV45","DESeq2",197.189587416957,-1.95480083311118,0.406488300256744,-4.79557865211583,1.62205909045999e-06,1.86536795402899e-05,"deseq2",1.86536795402899e-05,-1.95480083311118,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV464","DESeq2",51.8393130922564,-0.000971972955045244,0.550503870298985,-0.00176560356771061,0.998591252904753,0.998591252904753,"deseq2",0.998591252904753,-0.000971972955045244,FALSE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV466","DESeq2",22.302023203902,-4.78780889224914,1.68901482109718,-2.8346015482727,0.00458828730075588,0.011542410240964,"deseq2",0.011542410240964,-4.78780889224914,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV47","DESeq2",150.324754657593,-1.00612091244235,0.432047414744171,-2.32648139642753,0.0199928837900202,0.0397389418542377,"deseq2",0.0397389418542377,-1.00612091244235,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV488","DESeq2",80.7127456536157,-1.20670706639921,2.05191305882748,-1.43128021643694,0.152349921532052,0.23584939775635,"deseq2",0.23584939775635,-1.20670706639921,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Litorilituus",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV49","DESeq2",150.110775909589,-5.41018922293653,1.78645085245629,-3.02778683820601,0.00246351792771632,0.0074835167238175,"deseq2",0.0074835167238175,-5.41018922293653,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV494","DESeq2",35.2251427934555,0.85748923944154,1.73788844762225,0.488820706435269,0.624968637099757,0.693930693607317,"deseq2",0.693930693607317,0.85748923944154,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV5","DESeq2",1015.58972746872,1.28960636348544,0.231958557296882,5.55990269883852,2.69925093524839e-08,4.82866000638878e-07,"deseq2",4.82866000638878e-07,1.28960636348544,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV50","DESeq2",304.273385503621,-1.26430524000769,2.0931518130294,-0.779827023464587,0.435492697768658,0.523241226423537,"deseq2",0.523241226423537,-1.26430524000769,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV500","DESeq2",19.0072309119847,-3.36702042749475,1.97437776158627,-1.78700631291967,0.0739364682495467,0.120240115032091,"deseq2",0.120240115032091,-3.36702042749475,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV506","DESeq2",40.4409860323081,2.04159688008427,2.06214775982479,0.91331460039208,0.361077105649096,0.437093338417326,"deseq2",0.437093338417326,2.04159688008427,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV507","DESeq2",26.8424048735193,-1.22918806520937,2.05604031871826,-1.15826845600597,0.246754499867554,0.325473790424051,"deseq2",0.325473790424051,-1.22918806520937,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV51","DESeq2",219.357908114347,1.11585196947409,0.277642793762441,4.01987145515831,5.82299043611459e-05,0.0004934218211655,"deseq2",0.0004934218211655,1.11585196947409,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV53","DESeq2",164.838001688734,-2.54137930962725,2.06222341236634,-2.19707393509064,0.0280151662904201,0.0543426719609354,"deseq2",0.0543426719609354,-2.54137930962725,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV536","DESeq2",149.302600457215,11.3873475921829,1.1012827230327,10.3330230007198,4.99607649986346e-25,2.68122772159339e-23,"deseq2",2.68122772159339e-23,11.3873475921829,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Agarivorans","albus",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV549","DESeq2",20.8424633508902,-1.31120222224696,2.06775847598777,-1.12598998290922,0.260169759348794,0.329623807645793,"deseq2",0.329623807645793,-1.31120222224696,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV56","DESeq2",98.3117013970958,-1.07286053161399,0.363255528568677,-2.94811238085126,0.00319720813372596,0.00903071069350666,"deseq2",0.00903071069350666,-1.07286053161399,TRUE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV584","DESeq2",46.5867836940926,1.3818628442003,0.405776762501633,3.40921771127036,0.000651494644506816,0.00299687536473135,"deseq2",0.00299687536473135,1.3818628442003,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV591","DESeq2",21.3507613999508,-4.76680531845592,1.66460256489682,-2.86367053601516,0.0041876332648779,0.0109137493783975,"deseq2",0.0109137493783975,-4.76680531845592,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV6","DESeq2",1048.94779537284,0.240870477062423,0.238727569934904,1.00899150128244,0.312978710070367,0.387612094779455,"deseq2",0.387612094779455,0.240870477062423,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV60","DESeq2",90.0637486394169,-0.150931067047955,0.520399671340626,-0.289991957300164,0.77182239050917,0.843249393385794,"deseq2",0.843249393385794,-0.150931067047955,FALSE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV609","DESeq2",31.2587274382016,-3.39252198828332,1.97982411981492,-1.91415763487136,0.0556000170940278,0.0962537930337471,"deseq2",0.0962537930337471,-3.39252198828332,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV617","DESeq2",27.7468576584041,-2.83329635753045,2.03475286277028,-1.70198169041071,0.0887588006241331,0.142901669004854,"deseq2",0.142901669004854,-2.83329635753045,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV637","DESeq2",20.4867098720944,-4.68544637481683,1.68258672666036,-2.78472573719854,0.00535730159495626,0.0126841993645288,"deseq2",0.0126841993645288,-4.68544637481683,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV64","DESeq2",216.089915433242,4.95326257061347,0.66766248623311,7.41487734956638,1.2173741448327e-13,2.79996053311521e-12,"deseq2",2.79996053311521e-12,4.95326257061347,TRUE,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV65","DESeq2",18.9419691549908,-4.588547144072,1.69660162933523,-2.7044449537479,0.00684186045522395,0.0157362790470151,"deseq2",0.0157362790470151,-4.588547144072,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV654","DESeq2",196.872198710145,11.7946747831043,1.07906265883754,10.9250348892804,8.75067657387295e-28,7.04429464196772e-26,"deseq2",7.04429464196772e-26,11.7946747831043,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","halotolerans",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV658","DESeq2",19.5247774587389,-4.6741060996829,1.66577843111153,-2.80596785705425,0.00501656962086312,0.0122373895296812,"deseq2",0.0122373895296812,-4.6741060996829,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV66","DESeq2",137.526494101408,6.20806608054381,1.39272758515322,4.38054272518868,1.18384076250212e-05,0.000119123976726776,"deseq2",0.000119123976726776,6.20806608054381,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV67","DESeq2",65.1704083647107,-1.20480381816093,2.05164647643525,-1.37511293193148,0.169096435751855,0.259281201486177,"deseq2",0.259281201486177,-1.20480381816093,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV69","DESeq2",37.9364740127164,1.74423283273991,0.369114861747839,4.7320124477598,2.22304776962514e-06,2.38607127273098e-05,"deseq2",2.38607127273098e-05,1.74423283273991,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV71","DESeq2",37.1187997376405,-5.30717452965558,1.71562508741616,-3.09323290438731,0.00197988685540682,0.00663849509017032,"deseq2",0.00663849509017032,-5.30717452965558,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV72","DESeq2",144.310993868232,-1.67115616064964,0.410672216701286,-4.05817947855515,4.9456753183543e-05,0.000442363181252801,"deseq2",0.000442363181252801,-1.67115616064964,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV726","DESeq2",23.8709349610432,-4.87749602178879,1.67220184455749,-2.91687362714969,0.00353558988991856,0.00964796563181166,"deseq2",0.00964796563181166,-4.87749602178879,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV73","DESeq2",71.3261071313611,-0.07585430280998,0.388462305800596,-0.195250678267367,0.84519670691298,0.889389998777711,"deseq2",0.889389998777711,-0.07585430280998,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV74","DESeq2",81.0517166565568,-6.32726205430509,1.63062650984046,-3.81197515685193,0.000137860735491691,0.000965025148441838,"deseq2",0.000965025148441838,-6.32726205430509,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV742","DESeq2",24.7406059486366,-4.93800946967759,1.66437560715497,-2.96692036847131,0.00300798854146749,0.00866819202881653,"deseq2",0.00866819202881653,-4.93800946967759,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV76","DESeq2",40.4310256961138,-4.76602545463925,1.81760093319406,-2.57168018275314,0.0101206335788327,0.0221829439631978,"deseq2",0.0221829439631978,-4.76602545463925,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV77","DESeq2",411.641870030304,12.8580162227435,1.03763958294001,12.3887157887952,3.00822073493307e-35,4.84323538324224e-33,"deseq2",4.84323538324224e-33,12.8580162227435,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV782","DESeq2",53.7914801920269,-1.2027226916872,2.05135349610181,-1.32465003180439,0.185287253447734,0.273681172523718,"deseq2",0.273681172523718,-1.2027226916872,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
