"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.pollution_cruise","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1583","DESeq2",9.4566446352702,4.60002792970464,1.75419566001248,2.61024053372443,0.00904785796075331,0.0321198957606743,"deseq2",0.0321198957606743,4.60002792970464,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV165","DESeq2",46.2165299590165,1.69626883653145,1.37104527887497,1.24111366169832,0.214563763385701,0.36385156235549,"deseq2",0.36385156235549,1.69626883653145,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV165","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.570236026982734,1.02271077433129,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA,3.43166457223906,-2.76045138796131,3.70138185474601,5.84813215096009,5.11177815024845,1.02271077433129,0.152344605800565,0.112974960525495,0.570236026982734,0.0475524475524475,0.284838017172269,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV166","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.332362761575604,1.06835857527326,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,0.244019587336317,-3.72679903893842,1.89067681043463,5.40401511528354,4.29773356105606,1.06835857527326,0.105059690637337,0.049278970809054,0.332362761575604,0.027229020979021,0.19140391788705,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV166","DESeq2",23.1136369666734,5.92342212853335,1.60847427565542,3.67127526831033,0.000241343235470751,0.00152994372485922,"deseq2",0.00152994372485922,5.92342212853335,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV167","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.810606977816957,0.294014197565266,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA,-3.2237175781104,-3.73056354953224,-2.83961961018232,2.14089686810713,7.08114050179092,0.294014197565266,0.351562706989741,0.339598954170472,0.810606977816957,0.511582167832168,0.870322679588437,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV167","DESeq2",25.7340820137943,3.68837466987201,2.04212738701019,6.40160650361887,1.53750504765192e-10,6.0646032435159e-09,"deseq2",6.0646032435159e-09,3.68837466987201,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV170","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.960209451858405,-0.0975061740916949,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,3.23793933022703,3.52300534856875,2.55915255323255,-0.561876960020002,6.10056267570323,-0.0975061740916949,0.378906413571975,0.644151243480523,0.960209451858405,0.574595716783217,0.965443703575408,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV170","DESeq2",38.7130921087912,-0.14112138435097,1.39243638781643,-0.101317240824475,0.919298630419643,0.952481615731913,"deseq2",0.952481615731913,-0.14112138435097,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1703","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.721268040466253,0.499062348137263,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group",NA,NA,NA,-2.43046593398778,-3.71460750962721,-1.36638088576795,3.03687442025163,5.45789489169233,0.499062348137263,0.328125247833774,0.268981380120391,0.721268040466253,0.315187937062937,0.734922136877856,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1703","DESeq2",12.8822960410003,4.16909633423533,1.99319272286096,2.11837674524703,0.0341431737168705,0.0939598966627055,"deseq2",0.0939598966627055,4.16909633423533,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV171","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.154854564654211,2.51542307674547,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,3.02498036258209,-3.59563487734785,3.65191508926033,7.57031173286508,3.18617383938999,2.51542307674547,0.00027407495720991,0.0115571737673109,0.154854564654211,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV171","DESeq2",66.4280236641111,7.76787990026292,1.29560445772578,5.99167962739246,2.07684757308405e-09,5.26629206032028e-08,"deseq2",5.26629206032028e-08,7.76787990026292,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV173","DESeq2",46.1546371007136,-0.998580849604248,1.07423388806674,-0.929132949055599,0.352820190725045,0.499008636284426,"deseq2",0.499008636284426,-0.998580849604248,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV173","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.322280705485991,-0.532543237036403,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,3.17024285860989,4.0543673422272,2.90775480690953,-1.34062101161427,1.83805085252783,-0.532543237036403,0.175781961365507,0.0827179728583042,0.322280705485991,0.0950393356643358,0.341016207710985,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV174","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.991775760797026,-0.156662733344972,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,3.53679875332775,3.63221622753274,3.50534398330496,-0.167075932472155,0.800383325049308,-0.156662733344972,0.416342521040547,0.762453154694785,0.991775760797026,0.655222902097903,0.952738675071221,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV174","DESeq2",56.2400790128619,0.226887633883951,0.629617317075638,0.360367429603183,0.718572380091345,0.841891732450256,"deseq2",0.841891732450256,0.226887633883951,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV176","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.974764581621917,0.0247801235787401,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.57050102568058,2.68012111097244,2.425048022382,0.142341245520662,5.16268003678307,0.0247801235787401,0.478599248840434,0.745219543929246,0.974764581621917,0.836888111888112,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV176","DESeq2",31.1183912708525,0.613763287283006,1.40205918876396,0.43828781774534,0.66117765578534,0.794666047011455,"deseq2",0.794666047011455,0.613763287283006,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV178","DESeq2",70.8955521276692,-0.340796425219215,0.896497815014605,-0.380120883167396,0.703855684699763,0.832895893561386,"deseq2",0.832895893561386,-0.340796425219215,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV178","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.361336094689005,-0.622483718848982,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,4.0331909292954,4.51778782081082,3.41950762725987,-1.00401243509246,1.15039640591941,-0.622483718848982,0.203125583031286,0.101364211539849,0.361336094689005,0.093138111888112,0.353814090022887,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV179","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.295774227234296,-0.729301858582016,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,3.81652953819216,4.63010481184131,3.51179607530181,-1.30949481143627,1.47618581206015,-0.729301858582016,0.144532163905346,0.0714048100505774,0.295774227234296,0.0727928321678322,0.289458445338236,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV179","DESeq2",66.1918285529772,-0.928565632578051,0.92106967238496,-1.00789323172729,0.313505721234884,0.46566749388445,"deseq2",0.46566749388445,-0.928565632578051,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1813","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.516353282297859,-0.578855786591358,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,-1.02867043035612,2.59303583696521,-2.36897622506121,-3.18552758188202,5.81893594812193,-0.578855786591358,0.187500652072834,0.20907096422229,0.516353282297859,0.102513111888112,0.367117789881213,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1813","DESeq2",10.0386600551376,-1.297590549548,1.79912261334946,-0.714062745865125,0.475188380980144,0.62019071782335,"deseq2",0.62019071782335,-1.297590549548,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV182","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.239840291487335,-0.81903161644355,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,4.28736378958199,5.23364521472464,3.91604815245931,-1.39333662565166,2.00591750972524,-0.81903161644355,0.0937515199270105,0.0453907594528735,0.239840291487335,0.0316870629370629,0.169600414652453,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV182","DESeq2",87.8957050923939,-0.931436395111192,1.26364990552435,-0.736230757202755,0.461590277244543,0.613227778194662,"deseq2",0.613227778194662,-0.931436395111192,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV184","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.246118080617178,-0.652829250140697,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,3.8237599997161,4.75132237631862,2.9198434334167,-1.59166316543022,1.88387622216714,-0.652829250140697,0.116732689962001,0.0488926773386447,0.246118080617178,0.0533435314685315,0.238876954784287,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV184","DESeq2",66.2126041003668,-0.894238179898428,1.06852466097037,-0.836486268057377,0.402881398744936,0.556509325114601,"deseq2",0.556509325114601,-0.894238179898428,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV185","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0123267447957316,3.53367293568199,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV185",3.53367293568199,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV185","DESeq2",104.313512850224,4.52006744681957,0.850751078313184,5.28007280410047,1.29132565557555e-07,2.41274004068064e-06,"deseq2",2.41274004068064e-06,4.52006744681957,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV185","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.243040109977535,2.45346983022007,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04",NA,4.33640683474252,0.650152545461795,4.99984971990922,4.36155714527606,1.80121715191802,2.45346983022007,0.00027407495720991,0.0288106914224684,0.243040109977535,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1867","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.533372009940842,0.863093510903947,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,-1.04919359768922,-3.54259517884007,1.63697928331621,4.36973105311013,4.7629466388819,0.863093510903947,0.198444177741066,0.132981509204482,0.533372009940842,0.103321678321678,0.43546637199669,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1867","DESeq2",10.7580153762099,4.77290162649834,1.74271117420109,2.72600830866125,0.00641053846273658,0.0250081445524339,"deseq2",0.0250081445524339,4.77290162649834,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV188","DESeq2",79.8566887818191,-0.603601975786769,0.620336162183154,-0.973021153271686,0.330542788932111,0.484887149053303,"deseq2",0.484887149053303,-0.603601975786769,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV188","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.791829674309966,-0.568649264669465,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA,3.96179154258123,4.74326140366521,3.82839825559856,-0.836453593878304,1.26815245000073,-0.568649264669465,0.281250343995246,0.325860543624104,0.791829674309966,0.29798951048951,0.756832408164754,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1882","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.838992720117033,0.297044434710216,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,-3.01531010638193,-3.62695672045026,-2.5067140842868,1.98080198713347,5.98595903041835,0.297044434710216,0.371093925582189,0.440421009219514,0.838992720117033,0.500109265734266,0.823638069844895,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1882","DESeq2",10.5147760926066,3.50286148541544,2.05274142372718,1.82249148453415,0.068380444646009,0.155609345188033,"deseq2",0.155609345188033,3.50286148541544,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV190","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.498690648168914,-0.821341882782927,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",NA,-3.59060212268381,2.53489630592424,-4.21666695816005,-6.30535015845179,6.84522445462801,-0.821341882782927,0.22957246670288,0.185647682572398,0.498690648168914,0.214750874125874,0.4906667154853,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV190","DESeq2",21.5410298185973,-6.89037548488647,2.02976565701359,-2.80688372642045,0.00500232940924647,0.0199531116885674,"deseq2",0.0199531116885674,-6.89037548488647,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1900","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.92352886480542,0.0704755924924676,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade",NA,NA,NA,-3.7053311331564,-3.82566943037237,-3.62982098347995,0.51559848228736,6.07237364126151,0.0704755924924676,0.46303506634964,0.610156659276966,0.92352886480542,0.699060314685315,0.916656260270535,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1900","DESeq2",1.78668598897979,3.27667487162613,2.05974588182844,1.04845247075335,0.294430189511792,0.444777520326324,"deseq2",0.444777520326324,3.27667487162613,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV191","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.200758989653047,-0.975592138236035,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,3.82103244506932,4.71485720121118,3.02886766689462,-1.74925106381997,1.63515384091358,-0.975592138236035,0.03906640208205,0.033405057645825,0.200758989653047,0.0111232517482517,0.0817792843898013,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV191","DESeq2",65.0132154867412,-1.15530888212169,1.06621579630594,-1.08289423246227,0.278855372188909,0.428543970247024,"deseq2",0.428543970247024,-1.15530888212169,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV192","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.137506653553896,-1.8287661999821,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,2.60371222798467,4.28626576204385,2.19531272195867,-2.09538045316836,1.15784211524419,-1.8287661999821,0.0078020202314993,0.0167357888361954,0.137506653553896,0.00343094405594406,0.0388891135654921,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV192","DESeq2",38.455905668133,-1.59285392840581,1.00842227481131,-1.57859664087598,0.114428605647844,0.22077258154883,"deseq2",0.22077258154883,-1.59285392840581,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV1979","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.770951726862742,0.6339413725561,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,0.920696951196668,-2.75658425412487,1.41131023338883,3.58278543866518,4.7500729915422,0.6339413725561,0.214008318382363,0.231786379207611,0.770951726862742,0.122836538461538,0.500632997008957,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1979","DESeq2",9.80878887114379,1.61515186100282,1.48778556144695,1.08820876660444,0.276502955479822,0.428537948605755,"deseq2",0.428537948605755,1.61515186100282,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV198","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.27761715387358,-1.04956111098609,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,-2.60490758648341,4.30489617458701,-3.69444634200714,-7.06357748233419,5.91789797380586,-1.04956111098609,0.140078763462657,0.0778867701328496,0.27761715387358,0.0621066433566434,0.242159743502157,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV198","DESeq2",21.6711920655943,-2.43634117731461,1.89784374085431,-2.0209441575041,0.0432855461107574,0.110254312326411,"deseq2",0.110254312326411,-2.43634117731461,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV199","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.0932674918685425,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.82299824719765,2.84090452235764,2.79117973340509,0.577211929025704,4.94532732308846,0.0932674918685425,0.410156368053223,0.837157617074774,1,0.617373251748252,0.993208587148986,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV199","DESeq2",35.9588696409602,0.736249315579317,1.23729799165434,0.595465936153936,0.55153206231048,0.694304546525605,"deseq2",0.694304546525605,0.736249315579317,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2","DESeq2",583.069400943783,-3.96638679720451,1.14525474696836,-3.45271083041767,0.000554983592780593,0.00303106423749401,"deseq2",0.00303106423749401,-3.96638679720451,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0327188492788548,-1.86903363322293,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",5.10480543178658,8.98277641252674,3.22618286711927,-5.66255252173926,3.07097205134415,-1.86903363322293,0.00027407495720991,0.00135289818057024,0.0327188492788548,0.0027972027972028,0.0346083909394777,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0123267447957316,-4.37659156052885,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV2",-4.37659156052885,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV20","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.996599089816201,-0.308580821926129,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,7.03538228186621,7.21544981205915,6.87978134800608,-0.271908305253572,0.621123886959554,-0.308580821926129,0.351562706989741,0.765025161980205,0.996599089816201,0.459418706293707,0.94477005525663,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV20","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.122822648101392,3.95455813614006,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV20",3.95455813614006,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE
"ASV20","DESeq2",644.833093659648,0.302916685665606,0.59379956100937,0.510139951926189,0.609953417248115,0.749250737450107,"deseq2",0.749250737450107,0.302916685665606,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV202","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.2996450756485,-0.658784062723059,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA,3.99439091346192,4.4686726907968,3.71116234648235,-0.759069610892921,1.03281323995913,-0.658784062723059,0.246094185040067,0.0739726153281791,0.2996450756485,0.192591783216783,0.576239327265535,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV202","DESeq2",67.7121308803588,-0.311839193580484,0.709130451835226,-0.439753303191306,0.660115792056625,0.794666047011455,"deseq2",0.794666047011455,-0.311839193580484,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
