"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.Dor.out","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV2656","DESeq2",40.6443789310436,-9.13523294145098,1.90257454037027,-4.80151118792597,1.5747270915667e-06,2.76847182227048e-06,"deseq2",2.76847182227048e-06,-9.13523294145098,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0038452898239106,0,"control",0.0038452898239106,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,5.55775989241382
"ASV27","DESeq2",276.45023894692,-11.9115212822194,2.26074666481957,-5.26884390346763,1.37285643430206e-07,2.87771829497933e-07,"deseq2",2.87771829497933e-07,-11.9115212822194,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0224421901728577,0,"control",0.0224421901728577,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,"Oceaniserpentilla",6.54095172218676
"ASV3","DESeq2",200.000285750935,-6.01679389162956,1.5410849942358,-3.9042583077082,9.45147921850181e-05,0.000145100173917845,"deseq2",0.000145100173917845,-6.01679389162956,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0177177965451487,0.000547427092664477,"control",0.0177177965451487,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",3.83833206701426
"ASV30","DESeq2",63.1469839703167,-9.78171748936099,3.08945991527398,-3.16615776142657,0.0015446699352132,0.00221538188076629,"deseq2",0.00221538188076629,-9.78171748936099,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0052942406903676,0,"control",0.0052942406903676,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,2.65455140063076
"ASV3131","DESeq2",37.4215553207995,-9.02442197721663,3.1417716032655,-2.87239911642107,0.00407368121699038,0.00510380750174656,"deseq2",0.00510380750174656,-9.02442197721663,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00346862885271267,0,"control",0.00346862885271267,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",2.29210571408819
"ASV319","DESeq2",128.66168181987,-10.8110137808871,1.65773181354584,-6.52156982965937,6.95753163161542e-11,6.31975789871734e-10,"deseq2",6.31975789871734e-10,-10.8110137808871,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0110540438598011,0,"control",0.0110540438598011,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",9.19929955862664
"ASV34","DESeq2",57.3908667443843,-6.37121181443357,1.19671935973114,-5.32389800718606,1.0156686922683e-07,2.21415774914489e-07,"deseq2",2.21415774914489e-07,-6.37121181443357,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00517273491754979,0.000149298297999403,"control",0.00517273491754979,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,6.65479144075513
"ASV346","DESeq2",29.9172608545028,-0.689795922022607,1.00746857220773,-0.684682322656491,0.493544406319653,0.512346097988973,"deseq2",0.512346097988973,-0.689795922022607,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00201865943265118,0.00250925001906245,"contrast",0.00250925001906245,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus",NA,"Candidatus Nitrosopumilus",0.290436567017348
"ASV347","DESeq2",39.9297821096881,-9.12220583313773,3.10128378952162,-2.94142892177721,0.00326701810044771,0.00428868553908231,"deseq2",0.00428868553908231,-9.12220583313773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00319758793963138,0,"control",0.00319758793963138,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis","Alteromonas",2.36767579653268
"ASV35","DESeq2",36.5299921343677,8.53956232622676,1.49173798295833,5.72457256152423,1.0369448145268e-08,2.82567461958552e-08,"deseq2",2.82567461958552e-08,8.53956232622676,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0105458111495853,"contrast",0.0105458111495853,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola",7.54887784922996
"ASV354","DESeq2",50.7092743638584,0.186770655635577,1.67616475518162,0.11142738508145,0.911277445121177,0.91971519924267,"deseq2",0.91971519924267,0.186770655635577,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00244422517136552,0.00656887046088064,"contrast",0.00656887046088064,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.0363466362914134
"ASV37","DESeq2",46.4427319538723,-9.33022408061549,1.5478262166519,-6.0279532548542,1.66049057876796e-09,8.30996790266946e-09,"deseq2",8.30996790266946e-09,-9.33022408061549,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00419762075933019,0,"control",0.00419762075933019,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",8.08040065367924
"ASV383","DESeq2",124.931223227109,-10.7583803906122,1.6001210057372,-6.72347925690512,1.77435753849096e-11,2.76292816707878e-10,"deseq2",2.76292816707878e-10,-10.7583803906122,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0115377206435627,0,"control",0.0115377206435627,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",9.5586304060885
"ASV39","DESeq2",39.5897257756639,-9.0975653930699,1.56216968918691,-5.82367296974318,5.75681735939985e-09,1.7928374062131e-08,"deseq2",1.7928374062131e-08,-9.0975653930699,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00358986013560726,0,"control",0.00358986013560726,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",7.74645909514855
"ASV4","DESeq2",228.30928056834,-4.69567721245233,0.611354686767663,-7.68077404833384,1.58130176999547e-14,1.44422401881511e-12,"deseq2",1.44422401881511e-12,-4.69567721245233,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0195553223042447,0.00169585804904085,"control",0.0195553223042447,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",11.8403654365522
"ASV42","DESeq2",30.8637315201791,-8.76055663361305,1.87437120451874,-4.67386428712365,2.95584692134907e-06,4.95672791426229e-06,"deseq2",4.95672791426229e-06,-8.76055663361305,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00257987048556374,0,"control",0.00257987048556374,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA,"Marinomonas",5.30480491982344
"ASV424","DESeq2",21.6968315714236,-21.8522693160837,4.41063224455387,-4.95445280958673,7.25341167878706e-07,1.31871259050909e-06,"deseq2",1.31871259050909e-06,-21.8522693160837,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00171756207218812,0,"control",0.00171756207218812,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","arcticus","Pseudophaeobacter",5.87984984733239
"ASV441","DESeq2",48.4370988067946,2.0876520544445,2.719434540328,0.767678730076253,0.44267807571679,0.463960675510866,"deseq2",0.463960675510866,2.0876520544445,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00128661916072842,0.0107584811910337,"contrast",0.0107584811910337,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.33351882792008
"ASV442","DESeq2",84.6240795203628,-10.2065529549407,2.06013865445861,-4.95430389253238,7.25896838812344e-07,1.31871259050909e-06,"deseq2",1.31871259050909e-06,-10.2065529549407,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00702254426513058,0,"control",0.00702254426513058,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","meonggei","Colwellia",5.87984984733239
"ASV45","DESeq2",55.3073473964607,-9.57726959970738,1.58923738680046,-6.02633041435607,1.67724122806173e-09,8.30996790266946e-09,"deseq2",8.30996790266946e-09,-9.57726959970738,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00507084540337026,0,"control",0.00507084540337026,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",8.08040065367924
"ASV457","DESeq2",41.1270361448062,8.71081593147225,1.45486234787462,5.9873815170196,2.13246177332412e-09,9.67625020682517e-09,"deseq2",9.67625020682517e-09,8.71081593147225,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0119349146729669,"contrast",0.0119349146729669,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",8.01429291025243
"ASV47","DESeq2",35.476653905403,-8.9514065890962,2.89637899959723,-3.09055085344183,0.00199785590078823,0.00275653535678376,"deseq2",0.00275653535678376,-8.9514065890962,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0029836053566374,0,"control",0.0029836053566374,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",2.55963643265774
"ASV479","DESeq2",59.5097799513607,-9.70282817354236,1.69115971827711,-5.73738131808583,9.61516119919181e-09,2.68731428387669e-08,"deseq2",2.68731428387669e-08,-9.70282817354236,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00512784894756487,0,"control",0.00512784894756487,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,"Thalassotalea",7.57068153945754
"ASV49","DESeq2",440.390211160552,-12.5829497464102,2.10386182833533,-5.98088219337408,2.21932344193238e-09,9.67625020682517e-09,"deseq2",9.67625020682517e-09,-12.5829497464102,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0363997527598032,0,"control",0.0363997527598032,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",8.01429291025243
"ASV495","DESeq2",28.7124124296591,2.92316517623372,2.23687381028069,1.30680826195864,0.191277838504428,0.210598832292755,"deseq2",0.210598832292755,2.92316517623372,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00036624485362835,0.00691043033415462,"contrast",0.00691043033415462,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",0.676544041176263
"ASV5","DESeq2",204.474142258219,-5.14604336609534,1.66977119582037,-3.08188533792922,0.00205694053807785,0.00280258148313106,"deseq2",0.00280258148313106,-5.14604336609534,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0178445331802186,0.000995321986662685,"control",0.0178445331802186,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,2.55244175173576
"ASV50","DESeq2",94.7112649008964,-3.07852394390543,1.34155512561183,-2.29474278405178,0.0217478693447546,0.0260496456986622,"deseq2",0.0260496456986622,-3.07852394390543,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00715702746796533,0.00202790488505195,"control",0.00715702746796533,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",1.58419817916531
"ASV506","DESeq2",54.4241749078657,-9.56519879572897,3.25585756776035,-2.93784313246501,0.00330504206681573,0.00428868553908231,"deseq2",0.00428868553908231,-9.56519879572897,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00503686419750105,0,"control",0.00503686419750105,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",2.36767579653268
"ASV51","DESeq2",42.2561598689262,-9.20641292485728,1.5196475819772,-6.05825523894094,1.37605929491681e-09,7.4995231572966e-09,"deseq2",7.4995231572966e-09,-9.20641292485728,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00375552223036324,0,"control",0.00375552223036324,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",8.12496634950675
"ASV523","DESeq2",64.0981743017499,-9.80845485574231,1.81896492177115,-5.39232765752938,6.95507952147473e-08,1.61298652732073e-07,"deseq2",1.61298652732073e-07,-9.80845485574231,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00540045096787335,0,"control",0.00540045096787335,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris","Colwellia",6.7923692600969
"ASV53","DESeq2",396.049961877686,-12.4297801568839,2.39249122013272,-5.19532947594029,2.04357583168354e-07,4.04999573915465e-07,"deseq2",4.04999573915465e-07,-12.4297801568839,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0320155532870732,0,"control",0.0320155532870732,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",6.39254543368968
"ASV537","DESeq2",57.5353737016749,9.19764128009832,1.37968017212803,6.66650247347674,2.61971275758616e-11,3.56935863221114e-10,"deseq2",3.56935863221114e-10,9.19764128009832,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.017405402211943,"contrast",0.017405402211943,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA,"Ruegeria",9.44740981400414
"ASV543","DESeq2",41.8941889647673,-9.17464685734288,1.71102364156221,-5.36208070682541,8.22687656602784e-08,1.86818655353549e-07,"deseq2",1.86818655353549e-07,-9.17464685734288,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00392129002706355,0,"control",0.00392129002706355,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea","Dokdonia",6.72857975812429
"ASV56","DESeq2",73.3158506871885,-9.99101619905698,2.02177855550063,-4.94169659277201,7.74456710722554e-07,1.38386526997965e-06,"deseq2",1.38386526997965e-06,-9.99101619905698,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00699521949089371,0,"control",0.00699521949089371,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,"Candidatus Nitrosopelagicus",5.85890618975832
"ASV566","DESeq2",36.6878155790396,-5.18806878766471,1.27257059282378,-4.07684164393002,4.565156046841e-05,7.21162332037201e-05,"deseq2",7.21162332037201e-05,-5.18806878766471,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00314781090803412,0.000199064397332537,"control",0.00314781090803412,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA,"Psychrobium",4.1419669655542
"ASV578","DESeq2",77.8830409219666,9.6333686948781,1.4712429498769,6.54777560407964,5.84003798499017e-11,5.78694673058117e-10,"deseq2",5.78694673058117e-10,9.6333686948781,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0226917588212594,"contrast",0.0226917588212594,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA,"Actibacter",9.23755051534185
"ASV579","DESeq2",65.1971506257443,-2.34432184659535,1.84801533509853,-1.26856190101386,0.204597359952452,0.223011122348173,"deseq2",0.223011122348173,-2.34432184659535,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0047618492245385,0.00224111151273226,"control",0.0047618492245385,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,0.651673476620084
"ASV582","DESeq2",56.505255499747,-9.62558161411452,2.08712079878811,-4.61189482645357,3.9901488357651e-06,6.5897912590666e-06,"deseq2",6.5897912590666e-06,-9.62558161411452,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00464387932549564,0,"control",0.00464387932549564,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",5.18112834207842
"ASV6","DESeq2",196.069665772334,-11.4188617475752,1.53152890010945,-7.45585783380201,8.92849794688383e-14,3.24402092070113e-12,"deseq2",3.24402092070113e-12,-11.4188617475752,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0171588790002443,0,"control",0.0171588790002443,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",11.4889163536854
"ASV62","DESeq2",36.962348753072,-9.00645753958846,2.12102890639726,-4.24626817316066,2.17360454407216e-05,3.48416022505685e-05,"deseq2",3.48416022505685e-05,-9.00645753958846,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00337154440198302,0,"control",0.00337154440198302,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA,"Lentimonas",4.45790188143187
"ASV64","DESeq2",43.7935290602375,-1.40649134000073,1.31747353141833,-1.06756705653628,0.285715850494462,0.305323801018592,"deseq2",0.305323801018592,-1.40649134000073,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00344840127356673,0.00265936683843247,"control",0.00344840127356673,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,NA,0.515239339664197
"ASV651","DESeq2",55.8298804150149,-9.59207627669877,1.53528232476914,-6.24776050759336,4.16379455527624e-10,2.84828229623558e-09,"deseq2",2.84828229623558e-09,-9.59207627669877,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00506928591080089,0,"control",0.00506928591080089,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",8.54541696952195
"ASV66","DESeq2",128.567096989655,0.305457694340545,1.07804977818365,0.283342847911154,0.776914034566918,0.798902167620699,"deseq2",0.798902167620699,0.305457694340545,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00656429195776298,0.0167037656930555,"contrast",0.0167037656930555,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",0.0975064004906249
"ASV691","DESeq2",43.829928587768,0.977290378046259,0.837104222779041,1.167465593235,0.243022395324238,0.262271693963782,"deseq2",0.262271693963782,0.977290378046259,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0016416434998056,0.00714811075081619,"contrast",0.00714811075081619,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",0.581248578714595
"ASV714","DESeq2",76.2274092369028,-5.09368023630927,1.51636856693079,-3.35913072019104,0.000781880725949031,0.00116746574148554,"deseq2",0.00116746574148554,-5.09368023630927,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00659960015119434,0.000398128794665074,"control",0.00659960015119434,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,"Aliiglaciecola",2.93275585466085
"ASV72","DESeq2",38.1363235962363,-9.05471662963878,3.00297338499826,-3.01525037646779,0.00256767198796554,0.00345526230479313,"deseq2",0.00345526230479313,-9.05471662963878,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00327971582640429,0,"control",0.00327971582640429,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,NA,2.46151897775429
