"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.pollution_cruise","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1380","DESeq2",11.0776280087141,-0.155225311014378,1.95353162176254,-0.079253460591634,0.93683102287471,0.957673282416711,"deseq2",0.957673282416711,-0.155225311014378,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000401824339275431,0.00040885941744607,"contrast",0.00040885941744607,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",0.0187826285462179
"ASV1393","DESeq2",6.4192875077789,3.45783480754921,2.03064634206351,1.69301208764076,0.0904531664066703,0.188887494555106,"deseq2",0.188887494555106,3.45783480754921,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000557826945053944,"contrast",0.000557826945053944,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,NA,0.723796793933596
"ASV1400","DESeq2",14.6662155859747,0.186309661393016,2.03388644465536,0.0920456805916142,0.926661745751727,0.953521506498154,"deseq2",0.953521506498154,0.186309661393016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000387281669958561,0.000604561250950529,"contrast",0.000604561250950529,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.0206695070771891
"ASV141","DESeq2",126.384972345339,-3.46165091864893,0.802498904990258,-4.31094466817256,1.62558582338949e-05,0.000169730284500961,"deseq2",0.000169730284500961,-3.46165091864893,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00984605328042583,0.00117932198953734,"control",0.00984605328042583,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",3.77024066081602
"ASV1418","DESeq2",9.44271616380785,4.32243419883599,1.88351008703824,2.27638975005181,0.0228226926131389,0.0686614904886804,"deseq2",0.0686614904886804,4.32243419883599,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000606309895723972,"contrast",0.000606309895723972,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04 marine group",NA,"MB11C04 marine group",1.16328677323792
"ASV1419","DESeq2",13.7135492984378,-1.50837451073766,2.03371344402899,-0.721488771723634,0.470608846498655,0.618763483359342,"deseq2",0.618763483359342,-1.50837451073766,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000948302420552352,0.0002723900625696,"control",0.000948302420552352,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.208475324325432
"ASV143","DESeq2",29.8288563155355,1.00830687165096,1.2281223135767,0.821651781030243,0.411275109715684,0.5637168492242,"deseq2",0.5637168492242,1.00830687165096,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000485994746566555,0.00145884618634865,"contrast",0.00145884618634865,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,0.248938984133627
"ASV1432","DESeq2",10.5336004824882,5.03724673237182,1.56881849176507,3.20447734238871,0.00135307939739975,0.00676539698699873,"deseq2",0.00676539698699873,5.03724673237182,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.000630618425379046,"contrast",0.000630618425379046,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,NA,2.16970671433547
"ASV144","DESeq2",31.1194998092741,6.40869775294743,1.54045442802205,4.15025932525234,3.32098802459183e-05,0.000302295063776949,"deseq2",0.000302295063776949,6.40869775294743,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0018386254514917,"contrast",0.0018386254514917,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,NA,3.51956894442634
"ASV1464","DESeq2",6.83104413165836,3.34349704881084,2.05898168773631,1.63406083443738,0.102246077552857,0.207413471607225,"deseq2",0.207413471607225,3.34349704881084,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000625279396452706,"contrast",0.000625279396452706,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,NA,0.683163039390204
"ASV147","DESeq2",98.024777714319,-0.653897681733167,0.653453935998935,-1.00066542168031,0.316988589871966,0.466933400018871,"deseq2",0.466933400018871,-0.653897681733167,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00375429296077315,0.00349200739537027,"control",0.00375429296077315,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade",NA,"OM75 clade",0.330745059620089
"ASV154","DESeq2",47.1428718601427,6.47392870282491,1.72934953497657,3.72750846253393,0.000193382069588835,0.00126031024709086,"deseq2",0.00126031024709086,6.47392870282491,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00297280532495083,"contrast",0.00297280532495083,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11",NA,"HIMB11",2.89952253264902
"ASV155","DESeq2",66.5130259119003,-0.98157698641304,1.0546474095703,-0.930256452841154,0.352238319021501,0.499008636284426,"deseq2",0.499008636284426,-0.98157698641304,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0029523646623555,0.00203124740063903,"control",0.0029523646623555,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.301891938027484
"ASV1567","DESeq2",10.0723535399398,-0.58065887565291,1.82473148690178,-0.316562939707747,0.751575260329149,0.860674894893057,"deseq2",0.860674894893057,-0.58065887565291,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000394140269496654,0.000360604540968662,"control",0.000394140269496654,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",0.0651608648261677
"ASV157","DESeq2",71.4304590001919,-0.797587894958996,0.44822443460552,-1.77951417396147,0.0751555032104562,0.16780002289127,"deseq2",0.16780002289127,-0.797587894958996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00282203707446493,0.00274719664784282,"control",0.00282203707446493,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,NA,0.775207984260885
"ASV158","DESeq2",21.6899271794063,5.96353419760234,1.54148646469745,3.86019091753319,0.000113298468898204,0.000837936592892966,"deseq2",0.000837936592892966,5.96353419760234,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00127670243776831,"contrast",0.00127670243776831,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum",NA,"Candidatus Puniceispirillum",3.07678884342051
"ASV1583","DESeq2",9.4566446352702,4.60002792970464,1.75419566001248,2.61024053372443,0.00904785796075331,0.0321198957606743,"deseq2",0.0321198957606743,4.60002792970464,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.000590113082966558,"contrast",0.000590113082966558,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group",NA,"Sva0996 marine group",1.49322587281544
"ASV165","DESeq2",46.2165299590165,1.69626883653145,1.37104527887497,1.24111366169832,0.214563763385701,0.36385156235549,"deseq2",0.36385156235549,1.69626883653145,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000385337086181477,0.00246050548704128,"contrast",0.00246050548704128,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA,NA,0.439075755905615
"ASV166","DESeq2",23.1136369666734,5.92342212853335,1.60847427565542,3.67127526831033,0.000241343235470751,0.00152994372485922,"deseq2",0.00152994372485922,5.92342212853335,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00131420136664657,"contrast",0.00131420136664657,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,NA,2.81532454332135
"ASV167","DESeq2",25.7340820137943,3.68837466987201,2.04212738701019,6.40160650361887,1.53750504765192e-10,6.0646032435159e-09,"deseq2",6.0646032435159e-09,3.68837466987201,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00236830996103759,"contrast",0.00236830996103759,"Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA,NA,8.2171976061392
"ASV170","DESeq2",38.7130921087912,-0.14112138435097,1.39243638781643,-0.101317240824475,0.919298630419643,0.952481615731913,"deseq2",0.952481615731913,-0.14112138435097,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00125110492475836,0.00153117684533737,"contrast",0.00153117684533737,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,"NS5 marine group",0.021143398080938
"ASV1703","DESeq2",12.8822960410003,4.16909633423533,1.99319272286096,2.11837674524703,0.0341431737168705,0.0939598966627055,"deseq2",0.0939598966627055,4.16909633423533,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000814330096721573,"contrast",0.000814330096721573,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4 marine group",NA,NA,NA,NA,1.02705746953217
"ASV171","DESeq2",66.4280236641111,7.76787990026292,1.29560445772578,5.99167962739246,2.07684757308405e-09,5.26629206032028e-08,"deseq2",5.26629206032028e-08,7.76787990026292,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00413850039671104,"contrast",0.00413850039671104,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,"NS5 marine group",7.2784950592694
"ASV173","DESeq2",46.1546371007136,-0.998580849604248,1.07423388806674,-0.929132949055599,0.352820190725045,0.499008636284426,"deseq2",0.499008636284426,-0.998580849604248,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0018465560588208,0.00140381623597883,"control",0.0018465560588208,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.301891938027484
"ASV174","DESeq2",56.2400790128619,0.226887633883951,0.629617317075638,0.360367429603183,0.718572380091345,0.841891732450256,"deseq2",0.841891732450256,0.226887633883951,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00134887928967923,0.00250374055173417,"contrast",0.00250374055173417,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,"NS4 marine group",0.0747437553206439
"ASV176","DESeq2",31.1183912708525,0.613763287283006,1.40205918876396,0.43828781774534,0.66117765578534,0.794666047011455,"deseq2",0.794666047011455,0.613763287283006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000653880498861877,0.00141218173522382,"contrast",0.00141218173522382,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.0998153423003026
"ASV178","DESeq2",70.8955521276692,-0.340796425219215,0.896497815014605,-0.380120883167396,0.703855684699763,0.832895893561386,"deseq2",0.832895893561386,-0.340796425219215,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00237688755868904,0.0027694012345797,"contrast",0.0027694012345797,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,0.0794092791182491
"ASV179","DESeq2",66.1918285529772,-0.928565632578051,0.92106967238496,-1.00789323172729,0.313505721234884,0.46566749388445,"deseq2",0.46566749388445,-0.928565632578051,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00301300208839495,0.0021161278701116,"control",0.00301300208839495,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.331924077118438
"ASV1813","DESeq2",10.0386600551376,-1.297590549548,1.79912261334946,-0.714062745865125,0.475188380980144,0.62019071782335,"deseq2",0.62019071782335,-1.297590549548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000535498895898518,0.000268366566157328,"control",0.000535498895898518,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.207474737983029
"ASV182","DESeq2",87.8957050923939,-0.931436395111192,1.26364990552435,-0.736230757202755,0.461590277244543,0.613227778194662,"deseq2",0.613227778194662,-0.931436395111192,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00387652058840947,0.00267300342452564,"control",0.00387652058840947,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.212378180557034
"ASV184","DESeq2",66.2126041003668,-0.894238179898428,1.06852466097037,-0.836486268057377,0.402881398744936,0.556509325114601,"deseq2",0.556509325114601,-0.894238179898428,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00292538833858889,0.0020986871965421,"control",0.00292538833858889,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.254527554039275
"ASV185","DESeq2",104.313512850224,4.52006744681957,0.850751078313184,5.28007280410047,1.29132565557555e-07,2.41274004068064e-06,"deseq2",2.41274004068064e-06,4.52006744681957,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.000165130928914429,0.00624429668962323,"contrast",0.00624429668962323,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04",NA,"SCGC AAA164-E04",5.61748946838538
"ASV1867","DESeq2",10.7580153762099,4.77290162649834,1.74271117420109,2.72600830866125,0.00641053846273658,0.0250081445524339,"deseq2",0.0250081445524339,4.77290162649834,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.000702992928720877,"contrast",0.000702992928720877,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,1.60191852900247
"ASV188","DESeq2",79.8566887818191,-0.603601975786769,0.620336162183154,-0.973021153271686,0.330542788932111,0.484887149053303,"deseq2",0.484887149053303,-0.603601975786769,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00322122050422353,0.00298074787806373,"control",0.00322122050422353,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA,"OM60(NOR5) clade",0.314359325823009
"ASV1882","DESeq2",10.5147760926066,3.50286148541544,2.05274142372718,1.82249148453415,0.068380444646009,0.155609345188033,"deseq2",0.155609345188033,3.50286148541544,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000660026121830591,"contrast",0.000660026121830591,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,"NS5 marine group",0.807964324815975
"ASV190","DESeq2",21.5410298185973,-6.89037548488647,2.02976565701359,-2.80688372642045,0.00500232940924647,0.0199531116885674,"deseq2",0.0199531116885674,-6.89037548488647,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00161980494054538,0,"control",0.00161980494054538,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",NA,"Alteromonas",1.69998936645372
"ASV1900","DESeq2",1.78668598897979,3.27667487162613,2.05974588182844,1.04845247075335,0.294430189511792,0.444777520326324,"deseq2",0.444777520326324,3.27667487162613,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000540560080862553,"contrast",0.000540560080862553,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade",NA,NA,NA,NA,0.351857170717683
"ASV191","DESeq2",65.0132154867412,-1.15530888212169,1.06621579630594,-1.08289423246227,0.278855372188909,0.428543970247024,"deseq2",0.428543970247024,-1.15530888212169,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00290286899204687,0.00185917260865537,"control",0.00290286899204687,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,0.368004611183131
"ASV192","DESeq2",38.455905668133,-1.59285392840581,1.00842227481131,-1.57859664087598,0.114428605647844,0.22077258154883,"deseq2",0.22077258154883,-1.59285392840581,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00209253169728856,0.00096068495274365,"control",0.00209253169728856,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,"NS2b marine group",0.656054864010961
"ASV1979","DESeq2",9.80878887114379,1.61515186100282,1.48778556144695,1.08820876660444,0.276502955479822,0.428537948605755,"deseq2",0.428537948605755,1.61515186100282,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",8.3768931778582e-05,0.000530142609919307,"contrast",0.000530142609919307,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.368010713669994
"ASV198","DESeq2",21.6711920655943,-2.43634117731461,1.89784374085431,-2.0209441575041,0.0432855461107574,0.110254312326411,"deseq2",0.110254312326411,-2.43634117731461,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00201723491375612,0.000266216380674212,"control",0.00201723491375612,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.957604415166803
"ASV199","DESeq2",35.9588696409602,0.736249315579317,1.23729799165434,0.595465936153936,0.55153206231048,0.694304546525605,"deseq2",0.694304546525605,0.736249315579317,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000695117281750206,0.00167060382851538,"contrast",0.00167060382851538,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.158449990836609
"ASV2","DESeq2",583.069400943783,-3.96638679720451,1.14525474696836,-3.45271083041767,0.000554983592780593,0.00303106423749401,"deseq2",0.00303106423749401,-3.96638679720451,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0479335589553285,0.0034023211986388,"control",0.0479335589553285,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus","Prochlorococcus MIT9313",2.51840485951045
"ASV20","DESeq2",644.833093659648,0.302916685665606,0.59379956100937,0.510139951926189,0.609953417248115,0.749250737450107,"deseq2",0.749250737450107,0.302916685665606,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0154883328965181,0.0298715513913502,"contrast",0.0298715513913502,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.125372820927724
"ASV202","DESeq2",67.7121308803588,-0.311839193580484,0.709130451835226,-0.439753303191306,0.660115792056625,0.794666047011455,"deseq2",0.794666047011455,-0.311839193580484,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00225852597849952,0.00260209563124648,"contrast",0.00260209563124648,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA,NA,0.0998153423003026
"ASV204","DESeq2",72.5938527881606,-0.31678047662112,0.892657123636461,-0.354861220874154,0.722693561443494,0.843934915501448,"deseq2",0.843934915501448,-0.31678047662112,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00225201340479666,0.0027748559382746,"contrast",0.0027748559382746,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA,NA,0.073691044995773
"ASV206","DESeq2",65.8865704066621,2.75232759295453,0.757094469745928,3.62982621656632,0.000283612098661041,0.00167803825041116,"deseq2",0.00167803825041116,2.75232759295453,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.000352927411336698,0.00383123219572197,"contrast",0.00383123219572197,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,2.77519814377361
"ASV207","DESeq2",65.9072669171559,-0.124944128001082,1.24832410914052,-0.100074658286311,0.920285054073369,0.952481615731913,"deseq2",0.952481615731913,-0.124944128001082,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00208925750839475,0.00260879201350261,"contrast",0.00260879201350261,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.021143398080938
