"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.S.2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","TaxLabel","significance_label"
"ASV1498","DESeq2",21.8875567431352,-7.30316797199835,1.95012409218266,-3.74497602551249,0.00018041100289092,0.000410025006570273,"deseq2",0.000410025006570273,-7.30316797199835,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Marinobacter","Significant"
"ASV1510","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.602187753824238,-1.40818059080187,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,1.06849457554717,1.39018298475554,-2.7610904575802,-4.53365461714523,3.18926169212391,-1.40818059080187,0.000547999460257121,0.172330227989643,0.602187753824238,0.209375,0.536219683894813,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Yoonia-Loktanella","Significant"
"ASV1510","DESeq2",29.8978066899526,-7.75418361696816,1.83225354013226,-4.23204728337348,2.31573708079315e-05,7.71912360264385e-05,"deseq2",7.71912360264385e-05,-7.75418361696816,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Yoonia-Loktanella","Significant"
"ASV160","DESeq2",71.5207511156367,-9.01795657127079,1.65179645274464,-5.45948416119098,4.77519931953423e-08,7.95866553255705e-07,"deseq2",7.95866553255705e-07,-9.01795657127079,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Polaribacter","Significant"
"ASV160","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.517282037052566,-2.2594633116041,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",2.59168347612055,2.87076451597186,-2.76270200043075,-5.61389447023534,2.634416253574,-2.2594633116041,0.000547999460257121,0.133086623730907,0.517282037052566,0.2,0.529294008219137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Polaribacter","Significant"
"ASV169","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,-0.119209889614937,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",-0.44065252401083,-0.586797287377552,0.621278476833575,-0.947232697822733,5.53112617567434,-0.119209889614937,0.460937699897913,0.881478252256201,1,0.792187499999999,0.996655875616631,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Thalassotalea","Not Significant"
"ASV169","DESeq2",40.2151659749421,-3.75101468256253,3.17494794950165,-1.18144131564465,0.237427453259515,0.276078434022691,"deseq2",0.276078434022691,-3.75101468256253,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Thalassotalea","Not Significant"
"ASV172","DESeq2",54.2189837206769,9.73669615374791,4.32909768468297,2.24912830869996,0.0245043339590949,0.0401710392772048,"deseq2",0.0401710392772048,9.73669615374791,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella","aquimaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Jiella","Significant"
"ASV172","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.826258332884364,1.39520853236278,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella","aquimaris",-4.8758913817702,-6.72098843633246,3.80917576318289,10.4244080817099,7.42279139288391,1.39520853236278,0.07752677328281,0.323837836200462,0.826258332884364,0.090625,0.205215275258975,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Jiella","Significant"
"ASV1733","DESeq2",29.3244575511779,-7.72615529629614,1.81520224180418,-4.25636059628095,2.07781490479485e-05,7.24253312723753e-05,"deseq2",7.24253312723753e-05,-7.72615529629614,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Tateyamaria","Significant"
"ASV1733","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.562538215726137,-1.68225140824697,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,0.961037489286309,1.56116659085556,-2.8068943095372,-4.48125749220646,2.75673419260986,-1.68225140824697,0.00782930484115282,0.149593304317373,0.562538215726137,0.20625,0.535593112541933,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Tateyamaria","Significant"
"ASV175","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.502756851591745,-2.61516423935448,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,3.33997038567713,4.04757005418213,-2.57436627248353,-6.62136786793657,2.48759088792271,-2.61516423935448,0.000547999460257121,0.11872788821214,0.502756851591745,0.2,0.529294008219137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Colwellia","Significant"
"ASV175","DESeq2",146.699483009516,-10.0585368038045,1.75017705444536,-5.74715385409513,9.07581417119744e-09,2.88703811338457e-07,"deseq2",2.88703811338457e-07,-10.0585368038045,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Colwellia","Significant"
"ASV178","DESeq2",74.8637454878592,4.93593225681501,1.25374159585179,3.93696139072545,8.25198775431161e-05,0.00023408058534344,"deseq2",0.00023408058534344,4.93593225681501,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,NA,"Significant"
"ASV178","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.191197751668728,4.79798303967017,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,-0.319924886557416,-1.27168407764946,6.41460783850656,7.76276008052977,1.7762710957157,4.79798303967017,0.000547999460257121,0.0321308285692458,0.191197751668728,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE,NA,"Significant"
"ASV178","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.13019031926603,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV178",4.13019031926603,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE,NA,"Significant"
"ASV180","DESeq2",60.2006072775273,-1.39531585634659,1.27334691060396,-1.09578610881836,0.273172388970137,0.306935268505772,"deseq2",0.306935268505772,-1.39531585634659,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Pseudoalteromonas","Not Significant"
"ASV180","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.632281745497049,1.1483765441909,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,3.1254218038914,2.22678626261881,3.93298863349721,1.84214343253724,1.5864026618718,1.1483765441909,0.108532196382724,0.207840256260658,0.632281745497049,0.125,0.349508153041918,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Pseudoalteromonas","Not Significant"
"ASV1836","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.87459347470621,-0.656701462969748,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,-1.3394710409409,1.64217510718081,-2.98852352268865,-3.62211348467422,5.38633749915912,-0.656701462969748,0.250001695344365,0.482338575916829,0.87459347470621,0.568749999999999,0.909181879594446,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Alcanivorax","Significant"
"ASV1836","DESeq2",33.936941793878,-7.94808357969146,3.72610621817207,-2.13308024900873,0.0329181437109492,0.0498759753196201,"deseq2",0.0498759753196201,-7.94808357969146,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Alcanivorax","Significant"
"ASV192","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.73007871235047,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV192",3.73007871235047,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,"NS2b marine group","Significant"
"ASV192","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.413996126941099,3.68925768880554,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,1.32217906066799,0.698616695838367,5.45617346054811,4.79905394832353,1.35400266344329,3.68925768880554,0.000547999460257121,0.120329668022356,0.413996126941099,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,"NS2b marine group","Significant"
"ASV192","DESeq2",49.4698857784382,2.1171022544251,2.0941812562276,1.01094508802872,0.31204271239629,0.339176861300316,"deseq2",0.339176861300316,2.1171022544251,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,"NS2b marine group","Significant"
"ASV2","DESeq2",37.1439477902274,-2.24431978072065,1.72657811292597,-1.2998657656544,0.193646980287162,0.230532119389478,"deseq2",0.230532119389478,-2.24431978072065,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Prochlorococcus MIT9313","Not Significant"
"ASV2","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.00329187506123168,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",1.92843728557175,1.92843728557175,1.99660119239438,-0.256856416320328,4.45640716615664,0.00329187506123168,0.5,0.753696056600951,1,0.799999999999998,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Prochlorococcus MIT9313","Not Significant"
"ASV20","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.293945564536722,3.38540985441073,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,2.69785383150486,2.49985621830472,4.23336195389588,1.68632807578944,0.471678653259283,3.38540985441073,0.000547999460257121,0.0755440025687534,0.293945564536722,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Clade Ia","Not Significant"
"ASV20","DESeq2",65.0775341820752,-1.06003190781987,0.617036915956168,-1.71793920332503,0.0858077051667601,0.108617348312355,"deseq2",0.108617348312355,-1.06003190781987,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Clade Ia","Not Significant"
"ASV21","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.229858202621868,3.22210063312789,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,1.8611964983969,0.949054301517658,4.18462073344238,3.06733087881298,0.956600117597567,3.22210063312789,0.000547999460257121,0.0463772048898042,0.229858202621868,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE,NA,"Significant"
"ASV21","DESeq2",34.9864165068977,0.185213450323021,0.872190562542603,0.21235433892232,0.831830605620227,0.840232934969927,"deseq2",0.840232934969927,0.185213450323021,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,NA,"Significant"
"ASV211","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.255026886428455,3.28388025092553,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,-0.144177614461202,-0.611507295922083,5.01356685316945,5.84865321957707,2.39410889048963,3.28388025092553,0.000547999460257121,0.0565989911833176,0.255026886428455,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,"NS4 marine group","Significant"
"ASV211","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.71574764102657,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV211",3.71574764102657,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,"NS4 marine group","Significant"
"ASV211","DESeq2",31.0720112843296,3.04943811888927,1.47469688507362,2.06784061847193,0.0386550127832711,0.0576940489302553,"deseq2",0.0576940489302553,3.04943811888927,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,"NS4 marine group","Significant"
"ASV223","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.457609248785503,-2.29294413963717,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,2.56825070571094,2.85690058304827,-2.75787671382275,-6.16139338829851,2.69654410836439,-2.29294413963717,0.000547999460257121,0.108181300158164,0.457609248785503,0.2,0.529294008219137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aestuariicella","Significant"
"ASV223","DESeq2",86.4339513505482,-9.29916767788203,1.71598732889066,-5.41913539879905,5.98879501029432e-08,8.5554214432776e-07,"deseq2",8.5554214432776e-07,-9.29916767788203,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aestuariicella","Significant"
"ASV2303","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.927675119751095,-0.506196609638603,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,-1.35131970521759,2.0831234863105,-2.97584898724109,-3.67293837165267,6.3997446819331,-0.506196609638603,0.263567416398401,0.605656986275818,0.927675119751095,0.682812499999999,0.960942197716602,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Winogradskyella","Not Significant"
"ASV2303","DESeq2",30.6461971888965,-7.79894913299372,3.95457763018561,-1.97213201062579,0.048594538584635,0.0674924147008819,"deseq2",0.0674924147008819,-7.79894913299372,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Winogradskyella","Not Significant"
"ASV236","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.860556096633088,-0.657205641768402,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,-1.3962821443296,3.46957794558836,-3.22270054151763,-5.4892847852361,7.41079145234935,-0.657205641768402,0.248063706377386,0.436183190242028,0.860556096633088,0.620312499999999,0.924804066463865,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aurantivirga","Significant"
"ASV236","DESeq2",97.7508967151573,-9.47291553050247,3.91076051652899,-2.42226940014987,0.0154239114329505,0.0261422227677128,"deseq2",0.0261422227677128,-9.47291553050247,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aurantivirga","Significant"
"ASV24","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.474093556424134,-2.47359767399462,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,3.17650877354812,3.56469102239306,-3.39504946555607,-7.70446648511467,3.17453212520079,-2.47359767399462,0.000547999460257121,0.0960420201612098,0.474093556424134,0.2,0.529294008219137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Pseudophaeobacter","Significant"
"ASV24","DESeq2",256.474036353116,-10.8656779600875,2.08892552313316,-5.20156311929695,1.97619332437922e-07,1.64682777031602e-06,"deseq2",1.64682777031602e-06,-10.8656779600875,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Pseudophaeobacter","Significant"
"ASV246","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.143380692964622,4.79018324573416,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,-3.84913649485707,-6.1703271399418,6.37764419332517,12.6530680803171,2.70526108264977,4.79018324573416,0.000547999460257121,0.0163451394885398,0.143380692964622,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Vibrio","Significant"
"ASV246","DESeq2",69.6787651766438,10.0987362143671,1.90844250288153,5.29161145757296,1.21243263234369e-07,1.34714736927076e-06,"deseq2",1.34714736927076e-06,10.0987362143671,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Vibrio","Significant"
"ASV248","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.903249834462961,-0.513602357567011,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica",-1.0008893116907,0.908999473838836,-2.46549271058587,-2.57687050934071,4.91078017039468,-0.513602357567011,0.279071142155566,0.579467180095983,0.903249834462961,0.614062499999999,0.921526289974892,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Alteromonas","Not Significant"
"ASV248","DESeq2",16.0904100417098,-6.87284480493084,3.81076822451676,-1.80353262124788,0.0713046070669561,0.091416162906354,"deseq2",0.091416162906354,-6.87284480493084,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Alteromonas","Not Significant"
"ASV256","DESeq2",22.655300409631,-20.9425367648127,4.40954627778051,-4.74936318739665,NA,NA,"deseq2",NA,-20.9425367648127,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Amylibacter","Not Significant"
"ASV256","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.983947254891493,0.135093954940428,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA,-3.37864275037264,-4.61843179975814,-2.49385709271808,1.07537784840015,6.70433199832681,0.135093954940428,0.453125240527371,0.83342783082134,0.983947254891493,0.5984375,0.985798975422194,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Amylibacter","Not Significant"
"ASV257","DESeq2",39.4077038710648,9.2766723777544,2.03268268975202,4.56375824152177,5.02459365455778e-06,2.28390620661718e-05,"deseq2",2.28390620661718e-05,9.2766723777544,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Ascidiaceihabitans","Significant"
"ASV257","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.143776926170373,4.8335394832101,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA,-4.08911105444441,-6.34346686954308,5.59562372805958,12.1043827102674,2.656087419665,4.8335394832101,0.000547999460257121,0.0169988629238034,0.143776926170373,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Ascidiaceihabitans","Significant"
"ASV2656","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.631663064050178,-1.28498540265442,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,-0.378133011142607,1.35169917249807,-2.75829150596324,-4.09095506259386,3.0144614483189,-1.28498540265442,0.0697757370552277,0.182818757883701,0.631663064050178,0.246874999999999,0.610580937176486,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV2656","DESeq2",28.4403574891941,-7.68492779302665,2.25506678168894,-3.40784931755812,0.000654770411291667,0.00128386355155229,"deseq2",0.00128386355155229,-7.68492779302665,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV27","DESeq2",178.958034932287,-2.74435824057554,2.29879392560328,-1.1938252533251,0.232546331092798,0.273583918932704,"deseq2",0.273583918932704,-2.74435824057554,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Oceaniserpentilla","Not Significant"
"ASV27","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,-0.185887210999613,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,2.33250278602794,2.33250278602794,2.99575377576418,-0.84071002555511,5.92323159234409,-0.185887210999613,0.359375776672656,0.745075321987836,1,0.848437499999999,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Oceaniserpentilla","Not Significant"
"ASV3","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.641576470498845,1.36019137133894,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,4.06350991385153,3.87902619507401,4.72290639610699,0.882208011755559,0.586103541135043,1.36019137133894,0.0387751645274906,0.228677930148039,0.641576470498845,0.0640625,0.159784170071234,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,"Clade Ia","Significant"
"ASV3","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.94827081314034,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV3",-3.94827081314034,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,"Clade Ia","Significant"
"ASV3","DESeq2",151.320989864072,-1.95751857395717,0.580721777945688,-3.37083720345726,0.000749401289872886,0.00141396469787337,"deseq2",0.00141396469787337,-1.95751857395717,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,"Clade Ia","Significant"
"ASV30","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.873746136002385,-0.764431587484494,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,-1.39436865197793,2.5097779100671,-2.78331029260258,-4.45346545440627,5.69620918080238,-0.764431587484494,0.209304524505175,0.444505474638738,0.873746136002385,0.587499999999999,0.915332150305315,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
